student_id,school,grade,section,gender,age,attendance_pct,study_hours_daily,internet_access,parent_education,mathematics,science,english,social_science,computer,average_score,median_score,subjects_passed,result,performance_band,at_risk
STU-0537,East Model,9,B,Male,14,83.8,1.4,Yes,Graduate,61.3,65.5,79.4,61.9,75.0,68.61999999999999,65.5,5,Pass,Good,No
STU-0538,East Model,11,A,Female,16,73.3,0.7,No,Graduate,29.7,47.3,69.9,58.6,63.8,53.86,58.6,4,Fail,Average,Yes
STU-0539,North Academy,10,A,Male,15,82.7,3.8,Yes,Secondary,66.8,57.3,77.4,69.5,80.0,70.2,69.5,5,Pass,Good,No
STU-0540,South Public,10,A,Male,15,68.9,1.0,Yes,Primary,83.9,60.0,59.6,59.0,55.7,63.64,59.6,5,Pass,Good,Yes
STU-0541,East Model,9,B,Male,15,91.2,2.9,Yes,Graduate,63.8,83.4,87.9,65.0,71.2,74.26,71.2,5,Pass,Very Good,No
STU-0542,West Senior,10,B,Male,15,70.9,2.7,Yes,Secondary,60.8,69.0,72.5,41.6,84.8,65.74,69.0,5,Pass,Good,Yes
STU-0543,North Academy,12,B,Female,17,83.6,1.6,Yes,Graduate,68.2,56.0,68.3,72.2,72.7,67.47999999999999,68.3,5,Pass,Good,No
STU-0544,North Academy,9,B,Female,14,81.1,1.5,Yes,Secondary,58.2,76.5,62.1,76.7,77.2,70.14,76.5,5,Pass,Good,No
STU-0545,East Model,10,C,Female,16,81.8,1.0,Yes,Graduate,76.8,56.6,67.4,70.9,71.1,68.56000000000002,70.9,5,Pass,Good,No
STU-0546,East Model,12,A,Male,17,86.2,0.7,No,Graduate,45.4,56.9,58.2,58.6,50.4,53.9,56.9,5,Pass,Average,No
STU-0547,South Public,12,C,Male,17,64.8,5.4,Yes,Secondary,84.0,67.2,72.3,68.6,62.7,70.96000000000001,68.6,5,Pass,Good,Yes
STU-0548,East Model,11,A,Female,17,79.9,1.5,Yes,Secondary,54.3,56.4,69.3,46.7,74.2,60.17999999999999,56.4,5,Pass,Good,No
STU-0549,East Model,9,C,Female,14,85.5,1.1,No,Secondary,62.3,60.7,63.9,66.6,68.9,64.47999999999999,63.9,5,Pass,Good,No
STU-0550,East Model,12,A,Female,17,74.5,1.8,Yes,Graduate,39.6,64.1,65.3,53.6,80.8,60.67999999999999,64.1,4,Fail,Good,Yes
STU-0551,West Senior,9,A,Male,14,73.1,2.4,Yes,Graduate,55.2,80.5,63.7,65.2,59.7,64.85999999999999,63.7,5,Pass,Good,Yes
STU-0552,North Academy,9,B,Male,14,89.9,2.7,Yes,Graduate,64.1,78.3,73.4,73.3,88.9,75.6,73.4,5,Pass,Very Good,No
STU-0553,South Public,9,C,Male,15,93.2,2.0,Yes,Secondary,62.0,94.5,71.4,83.9,62.1,74.78,71.4,5,Pass,Very Good,No
STU-0554,West Senior,11,A,Male,16,97.1,2.7,Yes,Postgraduate,54.8,82.2,68.3,70.1,84.5,71.97999999999999,70.1,5,Pass,Good,No
STU-0555,North Academy,12,A,Male,17,88.5,2.4,Yes,Graduate,63.3,49.5,78.7,59.2,74.3,65.0,63.3,5,Pass,Good,No
STU-0556,East Model,12,A,Female,17,67.1,2.6,Yes,Graduate,51.6,56.1,73.5,71.7,57.4,62.05999999999999,57.4,5,Pass,Good,Yes
STU-0557,North Academy,11,A,Male,16,89.9,2.3,Yes,Secondary,71.4,58.4,73.5,69.4,85.8,71.70000000000002,71.4,5,Pass,Good,No
STU-0558,West Senior,9,C,Female,14,85.0,2.2,Yes,Postgraduate,54.3,62.7,67.8,85.4,77.0,69.44000000000001,67.8,5,Pass,Good,No
STU-0559,North Academy,10,C,Female,16,93.4,1.1,No,Secondary,59.8,77.2,65.5,63.2,76.5,68.44,65.5,5,Pass,Good,No
STU-0560,North Academy,12,A,Female,17,87.6,1.4,Yes,Graduate,31.6,62.4,58.4,60.0,41.6,50.8,58.4,4,Fail,Average,Yes
STU-0561,North Academy,9,C,Female,14,91.9,0.7,Yes,Secondary,61.4,63.2,64.9,59.6,70.1,63.839999999999996,63.2,5,Pass,Good,No
STU-0562,West Senior,11,A,Female,16,84.8,2.9,Yes,Primary,68.9,62.5,66.1,81.6,65.0,68.82000000000001,66.1,5,Pass,Good,No
STU-0563,South Public,11,A,Female,16,63.8,1.2,No,Primary,55.6,75.4,58.6,65.4,52.4,61.48,58.6,5,Pass,Good,Yes
STU-0564,North Academy,9,B,Female,14,66.8,1.4,Yes,Secondary,52.2,48.0,61.6,69.1,83.1,62.8,61.6,5,Pass,Good,Yes
STU-0565,West Senior,9,A,Male,14,66.9,1.5,Yes,Graduate,61.7,60.3,66.8,65.2,62.9,63.379999999999995,62.9,5,Pass,Good,Yes
STU-0566,West Senior,9,A,Female,14,45.0,2.1,Yes,Graduate,49.8,45.9,50.4,53.8,59.5,51.879999999999995,50.4,5,Pass,Average,Yes
STU-0567,West Senior,9,B,Female,14,73.0,3.2,Yes,Secondary,55.3,57.6,79.6,57.3,68.9,63.74000000000001,57.6,5,Pass,Good,Yes
STU-0568,South Public,11,A,Male,16,84.0,1.3,No,Secondary,56.7,52.4,91.8,75.6,59.3,67.16,59.3,5,Pass,Good,No
STU-0569,North Academy,9,C,Female,14,78.7,5.2,Yes,Secondary,87.0,85.4,86.3,83.6,73.8,83.22,85.4,5,Pass,Very Good,No
STU-0570,South Public,10,B,Female,15,69.1,1.9,Yes,Graduate,63.8,63.8,37.3,56.4,51.4,54.54,56.4,4,Fail,Average,Yes
STU-0571,East Model,12,A,Female,17,83.4,4.1,Yes,Primary,72.1,77.0,56.6,83.3,80.9,73.97999999999999,77.0,5,Pass,Good,No
STU-0572,East Model,9,A,Female,14,78.3,2.8,No,Secondary,56.3,48.6,72.7,65.2,73.9,63.34000000000001,65.2,5,Pass,Good,No
STU-0573,West Senior,11,B,Male,16,86.8,2.3,Yes,Graduate,78.6,60.9,77.8,58.7,72.3,69.66,72.3,5,Pass,Good,No
STU-0574,South Public,12,A,Female,17,84.2,1.9,No,Secondary,71.5,41.1,60.5,63.8,78.4,63.05999999999999,63.8,5,Pass,Good,No
STU-0575,North Academy,12,B,Male,18,73.0,7.0,No,Graduate,83.3,82.1,100.0,67.4,85.8,83.72,83.3,5,Pass,Very Good,Yes
STU-0576,East Model,10,A,Male,15,94.3,1.4,Yes,Graduate,67.9,72.7,74.6,80.1,68.4,72.74000000000001,72.7,5,Pass,Good,No
STU-0577,East Model,12,A,Male,18,78.1,4.6,Yes,Graduate,70.1,69.9,75.2,75.3,68.2,71.74,70.1,5,Pass,Good,No
STU-0578,East Model,9,C,Male,14,74.1,1.5,Yes,Secondary,41.0,66.8,74.2,63.9,72.2,63.620000000000005,66.8,5,Pass,Good,Yes
STU-0579,East Model,12,B,Female,18,85.2,3.7,Yes,Primary,58.0,73.1,77.9,96.1,79.6,76.94000000000001,77.9,5,Pass,Very Good,No
STU-0580,West Senior,10,B,Female,15,80.5,0.3,Yes,Graduate,65.4,54.6,53.3,38.7,40.1,50.42,53.3,4,Fail,Average,Yes
STU-0581,North Academy,9,C,Female,14,71.6,1.6,Yes,Secondary,64.4,55.5,67.5,73.5,58.9,63.959999999999994,64.4,5,Pass,Good,Yes
STU-0582,West Senior,10,B,Female,15,73.9,2.4,Yes,Graduate,67.7,41.6,67.0,55.7,76.3,61.660000000000004,67.0,5,Pass,Good,Yes
STU-0583,East Model,12,A,Female,18,81.0,5.2,Yes,Graduate,50.8,76.7,65.6,80.9,82.0,71.2,76.7,5,Pass,Good,No
STU-0584,East Model,12,B,Male,17,72.4,1.9,Yes,Graduate,41.3,59.7,59.8,53.4,53.5,53.540000000000006,53.5,5,Pass,Average,Yes
STU-0585,East Model,11,A,Female,16,84.5,1.8,Yes,Graduate,61.8,63.3,72.5,70.8,55.6,64.8,63.3,5,Pass,Good,No
STU-0586,North Academy,10,A,Female,15,72.8,1.5,Yes,Graduate,53.2,65.9,43.6,58.4,54.3,55.080000000000005,54.3,5,Pass,Average,Yes
STU-0587,West Senior,12,B,Female,17,60.7,1.4,No,Graduate,31.0,65.4,38.1,44.9,43.2,44.52,43.2,3,Fail,Average,Yes
STU-0588,East Model,11,B,Male,16,82.2,2.1,Yes,Graduate,72.8,76.8,64.0,55.8,74.7,68.82,72.8,5,Pass,Good,No
STU-0589,South Public,11,B,Male,16,98.2,3.4,No,Graduate,54.8,82.3,67.1,72.9,71.3,69.68,71.3,5,Pass,Good,No
STU-0590,West Senior,11,A,Male,17,80.7,3.2,Yes,Graduate,84.8,68.5,74.6,86.6,88.0,80.5,84.8,5,Pass,Very Good,No
STU-0591,North Academy,9,B,Female,14,47.0,1.8,No,Graduate,63.2,57.0,56.3,54.3,38.9,53.94,56.3,4,Fail,Average,Yes
STU-0592,East Model,9,A,Female,14,99.9,2.2,Yes,Secondary,65.7,65.1,56.9,71.4,87.7,69.36,65.7,5,Pass,Good,No
STU-0593,South Public,11,A,Male,16,86.9,6.1,Yes,Secondary,72.2,100.0,88.5,94.9,88.8,88.88000000000001,88.8,5,Pass,Very Good,No
STU-0594,North Academy,9,C,Female,15,74.2,1.9,Yes,Graduate,62.5,61.1,70.0,56.5,56.1,61.239999999999995,61.1,5,Pass,Good,Yes
STU-0595,West Senior,11,B,Female,16,87.2,1.8,Yes,Secondary,68.0,74.9,70.3,60.7,64.4,67.66,68.0,5,Pass,Good,No
STU-0596,East Model,10,B,Male,15,81.9,2.1,Yes,Primary,62.3,61.0,82.3,62.4,68.2,67.24,62.4,5,Pass,Good,No
STU-0597,West Senior,11,A,Female,16,82.6,2.8,Yes,Graduate,81.5,59.7,76.8,78.3,79.8,75.22,78.3,5,Pass,Very Good,No
STU-0598,South Public,11,B,Female,16,68.4,2.5,Yes,Graduate,63.0,43.2,55.2,54.1,78.3,58.760000000000005,55.2,5,Pass,Average,Yes
STU-0599,South Public,11,B,Male,16,73.4,0.7,Yes,Secondary,58.8,57.5,58.3,58.5,66.0,59.82000000000001,58.5,5,Pass,Good,Yes
STU-0600,East Model,10,A,Male,15,96.6,2.4,Yes,Graduate,73.9,62.2,83.1,86.7,95.3,80.24000000000001,83.1,5,Pass,Very Good,No
STU-0601,North Academy,11,A,Male,17,80.4,2.4,Yes,Primary,62.6,77.8,63.4,72.7,69.7,69.24,69.7,5,Pass,Good,No
STU-0602,North Academy,12,A,Male,18,85.7,3.6,Yes,Graduate,67.3,71.1,67.7,72.5,78.4,71.4,71.1,5,Pass,Good,No
STU-0603,West Senior,11,A,Female,16,86.7,1.9,Yes,Secondary,52.7,67.0,61.3,46.1,72.7,59.96,61.3,5,Pass,Good,No
STU-0604,North Academy,10,A,Male,15,96.5,3.0,Yes,Secondary,57.9,74.2,84.1,79.4,88.8,76.88000000000001,79.4,5,Pass,Very Good,No
STU-0605,East Model,9,A,Female,14,73.8,2.5,No,Graduate,67.2,73.8,63.5,70.2,50.3,65.0,67.2,5,Pass,Good,Yes
STU-0606,East Model,12,A,Female,18,67.9,1.3,Yes,Primary,48.6,53.6,68.6,49.6,57.4,55.56,53.6,5,Pass,Average,Yes
STU-0607,East Model,11,A,Male,16,85.5,1.4,Yes,Secondary,54.6,64.0,77.6,74.1,79.9,70.03999999999999,74.1,5,Pass,Good,No
STU-0608,East Model,12,A,Female,18,88.3,3.0,Yes,Secondary,74.2,83.1,73.0,92.8,65.9,77.8,74.2,5,Pass,Very Good,No
STU-0609,North Academy,10,C,Female,15,84.7,1.7,Yes,Secondary,72.0,83.7,60.1,52.4,57.7,65.17999999999999,60.1,5,Pass,Good,No
STU-0610,East Model,9,C,Female,14,76.6,3.4,Yes,Primary,59.2,67.5,80.9,79.2,79.2,73.2,79.2,5,Pass,Good,No
STU-0611,West Senior,9,C,Female,14,85.2,1.7,Yes,Primary,66.7,76.3,73.8,55.9,54.8,65.5,66.7,5,Pass,Good,No
STU-0612,West Senior,12,C,Male,17,66.3,5.5,Yes,Postgraduate,76.2,68.8,80.6,59.5,73.5,71.72,73.5,5,Pass,Good,Yes
STU-0613,South Public,12,B,Female,18,61.2,1.2,No,Secondary,27.6,41.5,64.6,34.1,47.5,43.059999999999995,41.5,3,Fail,Average,Yes
STU-0614,South Public,9,C,Male,14,83.0,2.6,Yes,Secondary,77.6,56.8,73.9,63.1,80.3,70.34,73.9,5,Pass,Good,No
STU-0615,North Academy,12,B,Female,18,100.0,2.0,Yes,Secondary,58.5,61.6,77.8,75.8,87.0,72.14,75.8,5,Pass,Good,No
STU-0616,North Academy,10,C,Female,15,73.5,0.6,Yes,Primary,53.2,63.0,59.5,68.6,56.3,60.11999999999999,59.5,5,Pass,Good,Yes
STU-0617,East Model,10,B,Male,15,89.8,0.6,Yes,Graduate,53.1,69.6,60.7,60.0,58.0,60.279999999999994,60.0,5,Pass,Good,No
STU-0618,West Senior,12,C,Male,18,69.8,5.4,No,Secondary,64.2,61.8,57.1,82.3,70.9,67.25999999999999,64.2,5,Pass,Good,Yes
STU-0619,East Model,11,A,Male,17,89.3,6.7,Yes,Secondary,98.2,73.3,78.5,80.7,88.5,83.84,80.7,5,Pass,Very Good,No
STU-0620,South Public,11,C,Female,16,84.8,6.6,Yes,Graduate,91.7,89.3,82.2,91.2,91.7,89.22,91.2,5,Pass,Excellent,No
STU-0621,West Senior,10,B,Male,16,58.1,0.5,No,Postgraduate,57.6,35.2,61.4,38.3,56.9,49.88,56.9,3,Fail,Average,Yes
STU-0622,East Model,9,B,Male,14,64.0,3.4,Yes,Secondary,58.6,52.5,70.2,73.0,67.8,64.42,67.8,5,Pass,Good,Yes
STU-0623,South Public,11,B,Male,16,79.4,0.9,Yes,Secondary,67.3,67.0,68.4,42.2,52.9,59.56,67.0,5,Pass,Good,No
STU-0624,East Model,10,A,Female,15,86.4,2.5,Yes,Secondary,72.0,66.1,79.2,61.5,83.4,72.44000000000001,72.0,5,Pass,Good,No
STU-0625,East Model,10,B,Male,15,79.4,3.2,Yes,Primary,52.1,77.1,79.7,53.4,74.9,67.43999999999998,74.9,5,Pass,Good,No
STU-0626,North Academy,12,B,Female,17,72.8,0.9,Yes,Postgraduate,41.9,54.9,60.3,57.8,55.8,54.14,55.8,5,Pass,Average,Yes
STU-0627,South Public,11,C,Female,17,78.0,1.4,Yes,Graduate,56.8,73.9,59.2,59.9,65.2,63.0,59.9,5,Pass,Good,No
STU-0628,West Senior,9,A,Female,14,74.6,2.4,No,Postgraduate,55.9,77.5,54.6,79.1,47.7,62.96,55.9,5,Pass,Good,Yes
STU-0629,East Model,12,A,Male,18,91.0,2.2,No,Graduate,75.9,64.1,76.5,93.2,85.7,79.08,76.5,5,Pass,Very Good,No
STU-0630,East Model,10,B,Female,15,85.5,2.9,Yes,Secondary,72.1,66.2,71.9,78.2,89.4,75.56000000000002,72.1,5,Pass,Very Good,No
STU-0631,South Public,9,C,Female,14,86.4,2.3,Yes,Secondary,60.4,72.7,88.7,77.6,82.0,76.28,77.6,5,Pass,Very Good,No
STU-0632,North Academy,12,A,Male,17,74.4,1.5,No,Graduate,48.9,55.2,56.0,55.4,75.4,58.17999999999999,55.4,5,Pass,Average,Yes
STU-0633,South Public,10,B,Male,16,82.0,2.9,Yes,Postgraduate,84.3,68.6,73.7,63.7,74.1,72.88,73.7,5,Pass,Good,No
STU-0634,West Senior,12,A,Male,17,90.3,3.5,No,Postgraduate,69.0,63.2,79.6,59.3,69.6,68.13999999999999,69.0,5,Pass,Good,No
STU-0635,East Model,12,C,Male,17,77.4,2.3,Yes,Graduate,60.2,53.4,64.3,65.9,68.1,62.379999999999995,64.3,5,Pass,Good,No
STU-0636,West Senior,9,C,Male,14,81.2,1.1,No,Primary,54.5,74.6,51.4,39.2,60.0,55.94,54.5,4,Fail,Average,Yes
STU-0637,South Public,9,B,Male,14,87.4,1.8,Yes,Secondary,77.3,56.0,75.3,81.9,83.0,74.7,77.3,5,Pass,Very Good,No
STU-0638,South Public,9,A,Female,14,87.3,3.0,Yes,Primary,60.3,60.8,79.6,73.2,65.6,67.9,65.6,5,Pass,Good,No
STU-0639,West Senior,10,A,Male,15,87.7,1.8,No,Primary,64.8,76.5,75.0,57.8,88.5,72.52000000000001,75.0,5,Pass,Good,No
STU-0640,East Model,12,B,Female,18,56.5,1.4,No,Secondary,52.9,33.2,58.5,50.2,53.5,49.660000000000004,52.9,4,Fail,Average,Yes
STU-0641,West Senior,9,A,Female,15,80.9,2.5,No,Secondary,74.7,57.0,80.5,51.0,75.2,67.67999999999999,74.7,5,Pass,Good,No
STU-0642,East Model,10,A,Female,16,72.1,1.1,Yes,Graduate,68.0,55.7,64.5,60.4,62.6,62.239999999999995,62.6,5,Pass,Good,Yes
STU-0643,West Senior,11,A,Female,16,73.9,1.1,Yes,Postgraduate,49.5,52.4,64.3,65.4,59.1,58.14,59.1,5,Pass,Average,Yes
STU-0644,East Model,10,B,Male,15,62.4,2.9,Yes,Postgraduate,33.9,61.8,75.0,75.6,62.2,61.7,62.2,4,Fail,Good,Yes
STU-0645,East Model,10,A,Male,15,81.1,1.6,Yes,Postgraduate,85.7,72.6,74.1,57.3,66.0,71.14,72.6,5,Pass,Good,No
STU-0646,South Public,12,C,Female,17,68.9,2.2,Yes,Secondary,51.0,46.9,76.4,67.9,58.0,60.040000000000006,58.0,5,Pass,Good,Yes
STU-0647,East Model,9,B,Female,14,81.1,2.1,No,Graduate,59.7,61.0,72.4,85.4,84.4,72.58,72.4,5,Pass,Good,No
STU-0648,South Public,11,A,Male,16,72.8,7.0,No,Secondary,97.4,76.0,70.6,52.8,82.9,75.94000000000001,76.0,5,Pass,Very Good,Yes
STU-0649,South Public,11,A,Female,17,91.2,5.4,Yes,Postgraduate,100.0,84.6,67.1,57.9,84.4,78.8,84.4,5,Pass,Very Good,No
STU-0650,West Senior,11,B,Female,17,87.8,1.8,Yes,Secondary,54.2,49.1,64.2,82.9,71.0,64.28,64.2,5,Pass,Good,No
STU-0651,North Academy,9,B,Male,14,73.7,0.4,Yes,Graduate,61.9,49.2,40.2,54.1,59.8,53.04,54.1,5,Pass,Average,Yes
STU-0652,West Senior,11,A,Female,16,80.0,1.4,No,Graduate,42.3,49.7,67.1,69.1,50.0,55.64,50.0,5,Pass,Average,No
STU-0653,West Senior,12,B,Male,18,94.5,1.0,No,Postgraduate,62.6,56.0,68.4,51.0,44.4,56.48,56.0,5,Pass,Average,No
STU-0654,South Public,10,C,Female,15,83.1,2.5,No,Secondary,68.8,63.1,79.1,62.8,57.8,66.32000000000001,63.1,5,Pass,Good,No
STU-0655,South Public,10,A,Male,16,72.1,2.3,Yes,Graduate,45.4,48.5,62.4,68.0,80.4,60.94000000000001,62.4,5,Pass,Good,Yes
STU-0656,North Academy,11,C,Male,16,100.0,1.9,Yes,Primary,72.5,73.9,66.9,66.4,87.7,73.48,72.5,5,Pass,Good,No
STU-0657,North Academy,10,B,Male,16,78.3,0.8,Yes,Secondary,32.9,53.7,50.3,73.0,68.1,55.6,53.7,4,Fail,Average,Yes
STU-0658,West Senior,10,B,Male,15,71.3,0.7,No,Postgraduate,40.4,58.5,61.7,42.9,63.5,53.4,58.5,5,Pass,Average,Yes
STU-0659,East Model,11,C,Female,17,78.8,1.3,Yes,Postgraduate,64.4,52.1,56.7,62.7,66.0,60.379999999999995,62.7,5,Pass,Good,No
STU-0660,South Public,9,C,Female,14,86.9,1.6,Yes,Postgraduate,46.0,89.8,68.8,58.4,77.3,68.06,68.8,5,Pass,Good,No
STU-0661,West Senior,10,B,Male,15,75.5,4.9,Yes,Graduate,66.9,71.9,74.1,92.6,91.0,79.3,74.1,5,Pass,Very Good,No
STU-0662,West Senior,10,C,Female,15,65.6,2.0,Yes,Primary,48.4,65.4,79.1,60.7,83.1,67.34,65.4,5,Pass,Good,Yes
STU-0663,West Senior,9,A,Male,15,87.3,1.7,Yes,Postgraduate,79.9,56.5,93.4,62.2,67.7,71.94,67.7,5,Pass,Good,No
STU-0664,West Senior,9,C,Female,14,85.4,1.4,Yes,Primary,65.4,67.2,71.0,68.0,81.4,70.6,68.0,5,Pass,Good,No
STU-0665,South Public,12,A,Male,17,77.8,3.7,Yes,Graduate,59.2,66.9,86.4,67.2,81.2,72.17999999999999,67.2,5,Pass,Good,No
STU-0666,North Academy,11,C,Female,16,82.3,5.3,No,Primary,72.1,69.4,79.6,54.3,70.8,69.24,70.8,5,Pass,Good,No
STU-0667,East Model,12,B,Male,17,82.8,3.0,Yes,Postgraduate,75.3,67.3,72.8,78.0,59.5,70.58,72.8,5,Pass,Good,No
STU-0668,North Academy,10,C,Male,15,80.9,3.9,Yes,Graduate,76.9,68.3,74.6,80.3,74.6,74.93999999999998,74.6,5,Pass,Very Good,No
STU-0669,East Model,12,A,Male,17,98.2,1.4,No,Primary,54.3,62.6,68.0,74.4,58.9,63.64,62.6,5,Pass,Good,No
STU-0670,North Academy,9,C,Male,15,69.4,4.1,Yes,Secondary,74.3,67.6,76.9,65.0,56.4,68.03999999999999,67.6,5,Pass,Good,Yes
STU-0671,North Academy,11,C,Female,16,71.9,2.4,No,Graduate,56.0,53.4,60.6,60.2,60.3,58.1,60.2,5,Pass,Average,Yes
STU-0672,East Model,12,B,Female,18,92.1,1.2,Yes,Secondary,74.3,60.3,58.4,63.0,75.9,66.38,63.0,5,Pass,Good,No
STU-0673,South Public,10,B,Female,16,74.2,1.3,Yes,Primary,59.5,47.2,67.0,52.4,68.2,58.86,59.5,5,Pass,Average,Yes
STU-0674,North Academy,10,A,Male,15,73.0,2.1,No,Postgraduate,51.4,39.5,65.4,75.9,62.2,58.88000000000001,62.2,4,Fail,Average,Yes
STU-0675,West Senior,10,C,Male,15,72.7,3.1,Yes,Secondary,62.3,68.6,66.3,64.5,61.7,64.67999999999999,64.5,5,Pass,Good,Yes
STU-0676,North Academy,12,B,Male,17,74.2,6.8,No,Graduate,66.2,77.2,77.7,73.1,86.5,76.14000000000001,77.2,5,Pass,Very Good,Yes
STU-0677,North Academy,11,C,Male,17,72.2,3.8,No,Graduate,63.3,72.0,69.1,52.2,66.3,64.58000000000001,66.3,5,Pass,Good,Yes
STU-0678,West Senior,9,A,Male,15,82.8,1.0,Yes,Postgraduate,60.6,66.1,70.3,75.3,67.6,67.97999999999999,67.6,5,Pass,Good,No
STU-0679,East Model,11,A,Female,16,78.8,0.9,Yes,Graduate,71.6,53.1,64.5,56.1,40.2,57.1,56.1,5,Pass,Average,No
STU-0680,East Model,11,B,Female,16,81.7,0.2,Yes,Secondary,56.2,73.4,50.2,61.9,72.9,62.92,61.9,5,Pass,Good,No
STU-0681,North Academy,9,C,Male,14,78.8,1.7,Yes,Secondary,66.7,71.0,52.1,77.2,65.0,66.4,66.7,5,Pass,Good,No
STU-0682,West Senior,11,C,Male,17,79.5,4.7,No,Postgraduate,67.8,80.5,69.7,75.2,64.1,71.46,69.7,5,Pass,Good,No
STU-0683,West Senior,10,A,Male,15,100.0,1.1,Yes,Secondary,63.4,74.1,65.3,60.5,60.9,64.84,63.4,5,Pass,Good,No
STU-0684,North Academy,11,A,Female,16,93.7,2.3,Yes,Postgraduate,72.6,67.0,69.9,83.7,85.1,75.66,72.6,5,Pass,Very Good,No
STU-0685,South Public,10,C,Male,15,78.7,1.4,Yes,Secondary,50.8,69.9,70.1,54.7,70.5,63.2,69.9,5,Pass,Good,No
STU-0686,South Public,11,A,Male,17,83.0,0.4,Yes,Primary,60.0,76.2,51.0,56.5,48.7,58.48,56.5,5,Pass,Average,No
STU-0687,South Public,9,B,Male,14,82.0,2.1,Yes,Graduate,51.2,71.5,63.4,67.0,64.2,63.46,64.2,5,Pass,Good,No
STU-0688,North Academy,12,B,Female,17,77.5,2.4,Yes,Secondary,65.0,52.9,66.7,79.6,58.1,64.46000000000001,65.0,5,Pass,Good,No
STU-0689,East Model,12,A,Male,17,74.9,6.3,Yes,Graduate,50.6,88.8,93.4,87.5,92.7,82.6,88.8,5,Pass,Very Good,Yes
STU-0690,West Senior,12,A,Male,17,89.7,2.3,No,Primary,63.7,56.2,87.3,64.2,70.5,68.38,64.2,5,Pass,Good,No
STU-0691,East Model,12,B,Female,18,58.0,4.0,No,Secondary,60.5,69.1,77.5,58.1,59.9,65.02,60.5,5,Pass,Good,Yes
STU-0692,East Model,11,A,Male,16,88.4,7.0,Yes,Primary,69.7,91.0,86.6,96.2,92.8,87.26,91.0,5,Pass,Very Good,No
STU-0693,East Model,10,A,Male,15,70.0,3.2,Yes,Secondary,75.3,50.4,71.5,61.6,72.4,66.24000000000001,71.5,5,Pass,Good,Yes
STU-0694,West Senior,12,B,Female,17,90.6,0.7,Yes,Primary,75.0,56.9,73.1,60.2,76.7,68.38,73.1,5,Pass,Good,No
STU-0695,East Model,12,A,Female,17,83.2,2.1,No,Secondary,50.6,66.3,64.0,71.3,59.1,62.260000000000005,64.0,5,Pass,Good,No
STU-0696,North Academy,12,B,Female,17,82.5,2.8,Yes,Secondary,63.3,66.7,74.3,69.5,69.4,68.64000000000001,69.4,5,Pass,Good,No
STU-0697,North Academy,11,C,Female,16,76.9,2.1,Yes,Graduate,56.9,66.3,63.7,72.2,68.2,65.46,66.3,5,Pass,Good,No
STU-0698,North Academy,10,C,Male,15,66.6,1.6,Yes,Graduate,59.0,66.4,47.9,66.7,59.6,59.92,59.6,5,Pass,Good,Yes
STU-0699,South Public,9,B,Female,14,81.8,1.8,Yes,Secondary,56.0,53.6,53.3,57.4,82.7,60.6,56.0,5,Pass,Good,No
STU-0700,East Model,10,C,Female,16,76.8,1.7,Yes,Postgraduate,79.2,57.9,72.9,54.7,67.2,66.38,67.2,5,Pass,Good,No
STU-0701,South Public,11,A,Female,16,90.3,0.6,No,Secondary,55.8,50.9,38.1,49.5,54.6,49.779999999999994,50.9,4,Fail,Average,Yes
STU-0702,East Model,11,B,Female,17,92.4,3.7,No,Secondary,64.9,80.4,76.0,75.2,84.3,76.16,76.0,5,Pass,Very Good,No
STU-0703,South Public,10,C,Male,15,90.9,1.4,Yes,Secondary,63.1,59.5,68.9,55.4,56.3,60.64,59.5,5,Pass,Good,No
STU-0704,West Senior,12,B,Female,17,73.0,2.9,Yes,Secondary,53.9,59.5,76.5,81.6,61.0,66.5,61.0,5,Pass,Good,Yes
STU-0705,West Senior,11,C,Female,17,70.4,2.8,Yes,Graduate,65.8,57.6,66.9,75.6,61.7,65.52,65.8,5,Pass,Good,Yes
STU-0706,North Academy,9,A,Female,14,86.8,3.0,Yes,Secondary,81.7,60.1,88.2,59.4,68.4,71.55999999999999,68.4,5,Pass,Good,No
STU-0707,West Senior,11,B,Male,16,76.4,4.8,No,Graduate,63.7,56.7,96.1,80.2,58.4,71.02,63.7,5,Pass,Good,No
STU-0708,South Public,9,A,Female,14,73.7,0.5,Yes,Primary,48.2,42.5,47.9,49.8,48.2,47.31999999999999,48.2,5,Pass,Average,Yes
STU-0709,West Senior,9,A,Female,14,89.5,1.0,No,Secondary,61.7,83.0,71.5,80.5,75.2,74.38,75.2,5,Pass,Very Good,No
STU-0710,East Model,11,B,Male,16,88.6,3.3,Yes,Graduate,46.4,66.3,92.3,72.0,100.0,75.4,72.0,5,Pass,Very Good,No
STU-0711,East Model,10,A,Female,15,85.7,1.7,Yes,Secondary,71.2,61.8,61.2,67.4,70.5,66.42,67.4,5,Pass,Good,No
STU-0712,South Public,10,C,Male,15,88.3,4.2,Yes,Primary,86.4,77.6,68.4,79.5,86.5,79.67999999999999,79.5,5,Pass,Very Good,No
STU-0713,South Public,11,A,Female,16,79.5,1.4,Yes,Secondary,68.6,50.8,71.7,70.0,61.3,64.48,68.6,5,Pass,Good,No
STU-0714,South Public,10,A,Male,15,88.5,1.1,No,Graduate,52.2,56.1,66.8,59.5,64.3,59.78000000000001,59.5,5,Pass,Good,No
STU-0715,South Public,10,A,Male,15,96.2,4.0,No,Secondary,72.5,64.3,94.5,73.6,69.8,74.94,72.5,5,Pass,Very Good,No
